attack_type,target_ip,src_ip,icmp_type,icmp_code,description,pkt_count,window_start,window_end,duration_sec,pps,unique_srcs
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.508969,1778657040.508869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.512269,1778657040.512169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.515569,1778657040.515469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.518869,1778657040.518769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.522169,1778657040.522069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.525469,1778657040.525369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.528769,1778657040.528669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.532069,1778657040.531969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.535369,1778657040.535269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.538669,1778657040.538569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.541969,1778657040.541869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.545269,1778657040.545169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.548569,1778657040.548469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.551869,1778657040.551769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.555169,1778657040.555069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.558469,1778657040.558369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.561769,1778657040.561669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.565069,1778657040.564969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.568369,1778657040.568269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.571669,1778657040.571569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.574969,1778657040.574869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.578269,1778657040.578169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.581569,1778657040.581469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.584869,1778657040.584769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.588169,1778657040.588069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.591469,1778657040.591369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.594769,1778657040.594669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.598069,1778657040.597969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.601369,1778657040.601269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.604669,1778657040.604569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.607969,1778657040.607869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.611269,1778657040.611169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.614569,1778657040.614469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.617869,1778657040.617769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.621169,1778657040.621069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.624469,1778657040.624369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.627769,1778657040.627669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.631069,1778657040.630969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.634369,1778657040.634269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.637669,1778657040.637569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.640969,1778657040.640869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.644269,1778657040.644169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.647569,1778657040.647469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.650869,1778657040.650769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.654169,1778657040.654069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.657469,1778657040.657369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.660769,1778657040.660669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.664069,1778657040.663969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.667369,1778657040.667269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.670669,1778657040.670569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.673969,1778657040.673869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.677269,1778657040.677169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.680569,1778657040.680469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.683869,1778657040.683769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.687169,1778657040.687069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.690469,1778657040.690369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.693769,1778657040.693669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.697069,1778657040.696969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.700369,1778657040.700269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.703669,1778657040.703569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.706969,1778657040.706869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.710269,1778657040.710169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.713569,1778657040.713469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.716869,1778657040.716769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.720169,1778657040.720069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.723469,1778657040.723369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.726769,1778657040.726669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.730069,1778657040.729969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.733369,1778657040.733269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.736669,1778657040.736569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.739969,1778657040.739869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.743269,1778657040.743169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.746569,1778657040.746469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.749869,1778657040.749769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.753169,1778657040.753069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.756469,1778657040.756369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.759769,1778657040.759669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.763069,1778657040.762969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.766369,1778657040.766269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.769669,1778657040.769569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.772969,1778657040.772869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.776269,1778657040.776169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.779569,1778657040.779469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.782869,1778657040.782769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.786169,1778657040.786069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.789469,1778657040.789369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.792769,1778657040.792669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.796069,1778657040.795969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.799369,1778657040.799269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.802669,1778657040.802569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.805969,1778657040.805869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.809269,1778657040.809169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.812569,1778657040.812469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.815869,1778657040.815769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.819169,1778657040.819069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.822469,1778657040.822369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.825769,1778657040.825669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.829069,1778657040.828969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.832369,1778657040.832269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.835669,1778657040.835569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.838969,1778657040.838869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.842269,1778657040.842169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.845569,1778657040.845469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.848869,1778657040.848769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.852169,1778657040.852069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.855469,1778657040.855369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.858769,1778657040.858669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.862069,1778657040.861969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.865369,1778657040.865269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.868669,1778657040.868569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.871969,1778657040.871869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.875269,1778657040.875169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.878569,1778657040.878469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.881869,1778657040.881769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.885169,1778657040.885069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.888469,1778657040.888369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.891769,1778657040.891669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.895069,1778657040.894969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.898369,1778657040.898269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.901669,1778657040.901569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.904969,1778657040.904869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.908269,1778657040.908169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.911569,1778657040.911469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.914869,1778657040.914769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.918169,1778657040.918069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.921469,1778657040.921369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.924769,1778657040.924669,0.9999,304.03,304
